,Lane,Vehicle Type,Vehicle Class,GVW,Axle Number,Axle Spacing,Axle Weight,Speed,Gap Time,Hour,Minute,Second,Cumulative Gap Time
1774,1.0,HDV,7.0,23716.64232097739,5.0,"[261.03543930994243, 614.197393175805, 125.42292660304355, 111.14067078847182]","[5131.162699061909, 5697.385167731239, 6604.660932357684, 1751.202324172182, 4532.231197654375]",73.44100170005191,1.8285633127405352,1.0,1.0,22.746653961872795,82.7466539618728
1775,1.0,HDV,9.0,41164.69337281105,2.0,[251.33450302400365],"[20983.630300739776, 20181.063072071272]",65.45978031443268,1.8776813378490305,1.0,1.0,24.62433529972182,84.62433529972182
1776,1.0,HDV,7.0,22688.974853363936,4.0,"[270.21323059711415, 435.3912446486086, 125.51427796908366]","[4521.846092571027, 8242.341454523294, 6761.656224176029, 3163.131082093586]",75.5069201855855,5.295073100596019,1.0,1.0,29.919408400317835,89.91940840031783
1777,1.0,Motorbike,1.0,0.0,0.0,0,0,60.258432108595116,0.20127307173272108,1.0,1.0,30.12068147205055,90.12068147205055
1778,1.0,HDV,8.0,23732.64835655376,3.0,"[384.098042518121, 130.34095780450073]","[10250.181703420161, 5269.6496689609585, 8212.816984172638]",71.645851683969,0.35548133096773066,1.0,1.0,30.476162803018283,90.47616280301828
1779,1.0,HDV,9.0,48034.58096624674,4.0,"[121.09932085417178, 427.4254608262369, 130.34684740442572]","[12214.474127187199, 11352.833987524526, 15564.33862563756, 8902.934225897461]",81.67058096239961,5.222073896729763,1.0,1.0,35.69823669974805,95.69823669974805
1780,1.0,HDV,3.0,8458.098485689243,2.0,[327.3196529588797],"[3635.81575436048, 4822.2827313287635]",73.4491987739322,2.1206046539449006,1.0,1.0,37.818841353692946,97.81884135369295
1781,1.0,Motorbike,1.0,0.0,0.0,0,0,93.91089742018525,0.06263899966467538,1.0,1.0,37.88148035335762,97.88148035335762
1782,1.0,Private Car,2.0,0.0,0.0,0,0,60.24033982686965,1.9271211234346433,1.0,1.0,39.80860147679226,99.80860147679226
1783,1.0,Private Car,2.0,0.0,0.0,0,0,78.84891186802267,2.048692881215258,1.0,1.0,41.85729435800752,101.85729435800752
1784,1.0,HDV,6.0,40949.32491338459,3.0,"[389.5132516972081, 147.89683665055162]","[12914.01367995203, 12162.088856540991, 15873.22237689157]",71.64961413433947,2.253884836199846,1.0,1.0,44.11117919420737,104.11117919420737
1785,1.0,Private Car,2.0,0.0,0.0,0,0,71.64514059988218,0.09391544304671724,1.0,1.0,44.20509463725408,104.20509463725408
1786,1.0,HDV,5.0,8858.772280447465,2.0,[557.8629478225816],"[5537.314494395019, 3321.4577860524473]",60.24215710732902,2.090627561878999,1.0,1.0,46.29572219913308,106.29572219913308
1787,1.0,HDV,5.0,8897.870536516115,2.0,[586.9617710343815],"[3362.758444191058, 5535.112092325057]",68.52219925170037,0.41001057578014627,1.0,1.0,46.70573277491323,106.70573277491323
1788,1.0,HDV,8.0,18555.390924784042,3.0,"[571.8863749925632, 149.6382469662164]","[7037.690930636108, 4840.492329857731, 6677.207664290203]",95.9545395249696,0.0,1.0,1.0,46.70573277491323,106.70573277491323
1789,1.0,Motorbike,1.0,0.0,0.0,0,0,95.94469680076985,0.22394693152545778,1.0,1.0,46.92967970643869,106.92967970643869
1790,1.0,Motorbike,1.0,0.0,0.0,0,0,70.22246228656157,0.11190004721442738,1.0,1.0,47.041579753653124,107.04157975365312
1791,1.0,Private Car,2.0,0.0,0.0,0,0,62.34520537746718,42.59487903051612,1.0,2.0,29.636458784169236,149.63645878416924
1792,1.0,HDV,3.0,38778.29224203308,2.0,[326.310582846373],"[14010.875629731534, 24767.41661230155]",62.34852659099126,3.8372787039681144,1.0,2.0,33.473737488137346,153.47373748813735
1793,1.0,Motorbike,1.0,0.0,0.0,0,0,57.16986340273812,0.08922660219557957,1.0,2.0,33.56296409033291,153.5629640903329
1794,1.0,HDV,9.0,37107.96114154134,2.0,[483.7698837208965],"[22304.475087501814, 14803.486054039528]",83.82168080609074,0.0,1.0,2.0,33.56296409033291,153.5629640903329
1795,1.0,HDV,3.0,14218.88655580515,2.0,[310.1626414336119],"[7288.4359632366695, 6930.45059256848]",78.83707974756794,2.061463380510836,1.0,2.0,35.624427470843756,155.62442747084376
1796,1.0,Private Car,2.0,0.0,0.0,0,0,68.55233529144509,2.0507780414270806,1.0,2.0,37.67520551227085,157.67520551227085
1797,1.0,HDV,8.0,2639.9977933188698,2.0,[587.6074029702962],"[795.4731072312422, 1844.5246860876277]",11.03428899477453,5.251968847292521,1.0,2.0,42.92717435956337,162.92717435956337
1798,1.0,Motorbike,1.0,0.0,0.0,0,0,81.59943371314934,2.1088780520849673,1.0,2.0,45.03605241164834,165.03605241164834
1799,1.0,Motorbike,1.0,0.0,0.0,0,0,70.19721781688304,5.3181012189769366,1.0,2.0,50.35415363062529,170.3541536306253
1800,1.0,HDV,6.0,38582.80901917401,3.0,"[368.3143434224328, 127.2707485951763]","[12504.162799694182, 19358.435758608033, 6720.210460871795]",63.801754011361815,0.0,1.0,2.0,50.35415363062529,170.3541536306253
1801,1.0,HDV,8.0,26152.05092209753,2.0,[556.3871136293714],"[10321.318941750158, 15830.731980347373]",60.2633874468965,0.42827348695018297,1.0,2.0,50.78242711757548,170.78242711757548
1802,1.0,HDV,7.0,43755.44878242472,4.0,"[277.25547543611657, 484.472156819793, 106.07996468309582]","[14117.166513316015, 12808.208448505024, 10815.862868527423, 6014.210952076251]",73.4099507850984,2.0568974801770064,1.0,2.0,52.839324597752494,172.8393245977525
1803,1.0,Private Car,2.0,0.0,0.0,0,0,66.95462434021145,8.119292014585666,1.0,3.0,0.9586166123381474,180.95861661233815
1804,1.0,Motorbike,1.0,0.0,0.0,0,0,62.33267775431606,1.9923964599185304,1.0,3.0,2.9510130722566714,182.95101307225667
1805,1.0,HDV,9.0,22576.129029977696,2.0,[250.3212345708121],"[6231.165382229445, 16344.96364774825]",62.34578217168528,2.1243641666365924,1.0,3.0,5.075377238893253,185.07537723889325
1806,1.0,Private Car,2.0,0.0,0.0,0,0,75.55320819478082,0.2489606732163001,1.0,3.0,5.3243379121095415,185.32433791210954
1807,1.0,Private Car,2.0,0.0,0.0,0,0,71.6795760675484,2.1504027213463686,1.0,3.0,7.474740633455923,187.47474063345592
1808,1.0,Motorbike,1.0,0.0,0.0,0,0,44.061626490633955,0.039051158484728885,1.0,3.0,7.513791791940662,187.51379179194066
1809,1.0,HDV,8.0,30286.812337220625,3.0,"[493.38492782508513, 156.7629079744844]","[8063.607366877517, 9053.581551303356, 13169.623419039752]",70.16178535729232,1.9417882979682233,1.0,3.0,9.455580089908892,189.4555800899089
1810,1.0,Private Car,2.0,0.0,0.0,0,0,73.39313069141649,3.65772079079157,1.0,3.0,13.11330088070045,193.11330088070045
1811,1.0,Motorbike,1.0,0.0,0.0,0,0,56.1432530431538,9.550082235229958,1.0,3.0,22.6633831159304,202.6633831159304
1812,1.0,Motorbike,1.0,0.0,0.0,0,0,56.13847857343622,5.312510012798455,1.0,3.0,27.975893128728842,207.97589312872884
1813,1.0,HDV,5.0,8936.936221734204,2.0,[373.45621224512377],"[4488.840939419976, 4448.095282314229]",2.0092339158599852,2.2491855029892682,1.0,3.0,30.225078631718105,210.2250786317181
1814,1.0,Motorbike,1.0,0.0,0.0,0,0,54.120001133548946,0.1634415571681135,1.0,3.0,30.38852018888622,210.38852018888622
1815,1.0,Private Car,2.0,0.0,0.0,0,0,73.43154618648258,6.676320218644603,1.0,3.0,37.06484040753082,217.06484040753082
1816,1.0,Motorbike,1.0,0.0,0.0,0,0,87.87604519225408,9.53704493699327,1.0,3.0,46.601885344524106,226.6018853445241
1817,1.0,Motorbike,1.0,0.0,0.0,0,0,60.25900490926421,6.778139122988436,1.0,3.0,53.380024467512555,233.38002446751256
1818,1.0,Motorbike,1.0,0.0,0.0,0,0,75.49567150634155,1.7741685621955234,1.0,3.0,55.15419302970807,235.15419302970807
1819,1.0,HDV,8.0,17827.0287457672,3.0,"[605.9301616902504, 126.12704691189913]","[6260.161872148874, 4709.2601093053645, 6857.606764312958]",57.16453046606765,0.4540161174283507,1.0,3.0,55.60820914713642,235.60820914713642
1820,1.0,Motorbike,1.0,0.0,0.0,0,0,51.08745562360355,9.521889082115031,1.0,4.0,5.130098229251445,245.13009822925144
1821,1.0,Private Car,2.0,0.0,0.0,0,0,77.63810664315979,0.47487010190604567,1.0,4.0,5.604968331157494,245.6049683311575
1822,1.0,Motorbike,1.0,0.0,0.0,0,0,95.94441099832149,5.2410557336330035,1.0,4.0,10.846024064790498,250.8460240647905
1823,1.0,Motorbike,1.0,0.0,0.0,0,0,66.9614498702444,1.7625319143234845,1.0,4.0,12.608555979113987,252.608555979114
1824,1.0,Motorbike,1.0,0.0,0.0,0,0,67.02069003856933,0.26280869686488423,1.0,4.0,12.871364675978867,252.87136467597887
1825,1.0,Private Car,2.0,0.0,0.0,0,0,2.003791411359259,12.316703238768548,1.0,4.0,25.18806791474742,265.1880679147474
1826,1.0,HDV,7.0,49021.164269343346,5.0,"[352.8542453472067, 844.9687929733337, 133.20628153542467, 113.20235472772096]","[9865.861996196198, 9561.314076239843, 19121.27008126722, 6591.270146071845, 3881.447969568234]",73.36385440649656,0.25453736833917223,1.0,4.0,25.442605283086607,265.4426052830866
1827,1.0,Private Car,2.0,0.0,0.0,0,0,71.65842262798347,0.24549831871605735,1.0,4.0,25.688103601802652,265.68810360180265
1828,1.0,Private Car,2.0,0.0,0.0,0,0,78.84115940328796,6.680259936768467,1.0,4.0,32.368363538571145,272.36836353857115
1829,1.0,Motorbike,1.0,0.0,0.0,0,0,77.57562394340972,1.790103064342169,1.0,4.0,34.158466602913336,274.15846660291334
1830,1.0,Private Car,2.0,0.0,0.0,0,0,52.09398804259927,0.23856180184499584,1.0,4.0,34.397028404758316,274.3970284047583
1831,1.0,Private Car,2.0,0.0,0.0,0,0,61.29664459165422,0.31099427571872945,1.0,4.0,34.70802268047703,274.70802268047703
1832,1.0,Motorbike,1.0,0.0,0.0,0,0,62.32767696360542,0.10982202176752752,1.0,4.0,34.81784470224454,274.81784470224454
1833,1.0,Private Car,2.0,0.0,0.0,0,0,59.215925409724235,8.128407199049045,1.0,4.0,42.94625190129358,282.9462519012936
1834,1.0,HDV,5.0,8663.385198902732,2.0,[406.5816313754689],"[4680.159518844392, 3983.2256800583395]",65.42619733236445,0.21066457607225608,1.0,4.0,43.156916477365826,283.1569164773658
1835,1.0,HDV,5.0,9692.06340031396,2.0,[542.8162712675102],"[4233.975707658859, 5458.087692655102]",58.190939385807056,0.24632815999042784,1.0,4.0,43.40324463735624,283.40324463735624
1836,1.0,Private Car,2.0,0.0,0.0,0,0,57.165232056471645,2.202339223228146,1.0,4.0,45.605583860584375,285.6055838605844
1837,1.0,Private Car,2.0,0.0,0.0,0,0,75.52619248365109,1.9358435958798967,1.0,4.0,47.54142745646425,287.54142745646425
1838,1.0,HDV,7.0,12961.762584503747,5.0,"[407.94201364180293, 783.9377197800573, 95.00830259904595, 125.45835709699683]","[3417.3346572809546, 6260.133620288341, 1370.2460581130872, 670.3351595859865, 1243.713089235377]",66.92487371988355,1.9985797729697716,1.0,4.0,49.540007229434025,289.540007229434
1839,1.0,Private Car,2.0,0.0,0.0,0,0,63.809195197277475,5.203640081357384,1.0,4.0,54.7436473107914,294.7436473107914
1840,1.0,Motorbike,1.0,0.0,0.0,0,0,73.46919853158893,0.1256927498919767,1.0,4.0,54.869340060683385,294.8693400606834
1841,1.0,HDV,5.0,7672.384131351135,2.0,[334.2060728809962],"[3230.3254167794344, 4442.0587145717]",47.06976225839774,5.2576006328909,1.0,5.0,0.12694069357428361,300.1269406935743
1842,1.0,Motorbike,1.0,0.0,0.0,0,0,70.17703384073226,3.81688619620004,1.0,5.0,3.9438268897743,303.9438268897743
1843,1.0,HDV,9.0,2589.3899894490696,2.0,[257.4318051763382],"[1761.2360005780458, 828.1539888710239]",71.63733760481684,24.718974168520788,1.0,5.0,28.662801058295088,328.6628010582951
1844,1.0,Motorbike,1.0,0.0,0.0,0,0,67.026906038744,2.026133890887008,1.0,5.0,30.688934949182112,330.6889349491821
1845,1.0,Motorbike,1.0,0.0,0.0,0,0,61.271708087114234,5.270059795225199,1.0,5.0,35.958994744407335,335.95899474440733
1846,1.0,HDV,8.0,36672.11301979868,2.0,[569.4709944180315],"[32253.064110942898, 4419.048908855779]",6.0282133051530185,0.4796856638418651,1.0,5.0,36.43868040824918,336.4386804082492
1847,1.0,HDV,8.0,18139.18913238415,2.0,[503.2306181286418],"[15414.198612476417, 2724.990519907733]",67.00923604906762,5.308078895774696,1.0,5.0,41.7467593040239,341.7467593040239
1848,1.0,HDV,7.0,32304.43428860465,4.0,"[370.9440198433463, 262.04084455316985, 105.06016114744288]","[10976.288249606796, 6568.702244290522, 7359.153576694538, 7400.290218012796]",27.04723737638397,1.8487886971423324,1.0,5.0,43.59554800116621,343.5955480011662
1849,1.0,HDV,7.0,41571.100151930834,5.0,"[285.20076586341474, 707.5820202347123, 116.22594638366012, 111.14906690973875]","[11702.20192274844, 7504.8216454036965, 9841.754243356312, 6992.55982616101, 5529.762514261378]",62.313483181830506,0.1009308319239403,1.0,5.0,43.69647883309017,343.69647883309017
1850,1.0,Private Car,2.0,0.0,0.0,0,0,65.44737074999632,0.423984682899166,1.0,5.0,44.12046351598934,344.12046351598934
1851,1.0,HDV,7.0,20477.461342344835,5.0,"[326.56639745955397, 721.645590171356, 136.70390490403935, 112.17124124714255]","[4759.549958552235, 8872.229403034922, 2767.5790210304053, 2400.4949542868376, 1677.6080054404365]",63.81456667917171,0.19625585243082072,1.0,5.0,44.31671936842014,344.31671936842014
1852,1.0,Motorbike,1.0,0.0,0.0,0,0,43.061128981450175,0.0,1.0,5.0,44.31671936842014,344.31671936842014
1853,1.0,Motorbike,1.0,0.0,0.0,0,0,90.8586459544591,2.06862782327746,1.0,5.0,46.385347191697576,346.3853471916976
1854,1.0,Private Car,2.0,0.0,0.0,0,0,54.11551706700908,2.1197468317970523,1.0,5.0,48.50509402349462,348.5050940234946
1855,1.0,HDV,9.0,43230.10454718507,2.0,[503.83140261537875],"[4719.716822000218, 38510.387725184846]",71.67724238223178,0.2541339775996336,1.0,5.0,48.75922800109424,348.75922800109424
1856,1.0,Private Car,2.0,0.0,0.0,0,0,54.117965301366596,3.7274155914130325,1.0,5.0,52.48664359250728,352.4866435925073
1857,1.0,Private Car,2.0,0.0,0.0,0,0,73.43740447504003,0.23207460924157622,1.0,5.0,52.71871820174886,352.71871820174886
1858,1.0,Motorbike,1.0,0.0,0.0,0,0,2.0087708721214135,15.080559523541002,1.0,6.0,7.799277725289869,367.79927772528987
1859,1.0,Private Car,2.0,0.0,0.0,0,0,4.018436050715533,2.2390249416660644,1.0,6.0,10.038302666955929,370.03830266695593
1860,1.0,HDV,6.0,41560.482218940524,3.0,"[438.6832386636295, 134.52738106330696]","[20085.418951509477, 10667.725555991437, 10807.337711439606]",61.309909618423625,2.204810460044135,1.0,6.0,12.243113127000072,372.2431131270001
1861,1.0,Motorbike,1.0,0.0,0.0,0,0,75.54820929517395,1.7598189191771019,1.0,6.0,14.002932046177193,374.0029320461772
1862,1.0,HDV,9.0,2941.595763544804,2.0,[251.33085840854716],"[1836.1909684132554, 1105.4047951315486]",61.27470630039755,0.20403622842469996,1.0,6.0,14.206968274601877,374.2069682746019
1863,1.0,Private Car,2.0,0.0,0.0,0,0,62.349847046456176,0.0,1.0,6.0,14.206968274601877,374.2069682746019
1864,1.0,Private Car,2.0,0.0,0.0,0,0,63.765525408798986,0.3531087921997994,1.0,6.0,14.560077066801682,374.5600770668017
1865,1.0,HDV,7.0,41529.19464436376,5.0,"[325.54985088507107, 797.7321625847027, 117.25670315774266, 128.5358930821735]","[7226.909903856574, 9801.685195508384, 14935.850233277273, 2663.5010918028, 6901.2482199187225]",55.125711870848626,0.1787505579079276,1.0,6.0,14.738827624709586,374.7388276247096
1866,1.0,HDV,3.0,9654.533362418802,2.0,[493.97024063273926],"[4682.513540840309, 4972.019821578492]",83.8149677421574,0.37052079052863124,1.0,6.0,15.10934841523823,375.10934841523823
1867,1.0,HDV,9.0,40363.17677276008,2.0,[238.29141130858994],"[3525.582445097064, 36837.59432766301]",58.18482943511265,1.974747987576624,1.0,6.0,17.08409640281485,377.08409640281485
1868,1.0,Private Car,2.0,0.0,0.0,0,0,68.55194632363163,0.4288417501624677,1.0,6.0,17.512938152977313,377.5129381529773
1869,1.0,Motorbike,1.0,0.0,0.0,0,0,65.43913485356398,1.8835139461531072,1.0,6.0,19.396452099130443,379.39645209913044
1870,1.0,HDV,4.0,6028.451929386026,2.0,[261.14127244062155],"[4146.419515115771, 1882.0324142702543]",65.41607638256806,2.1602361487380035,1.0,6.0,21.556688247868465,381.55668824786846
1871,1.0,Private Car,2.0,0.0,0.0,0,0,66.97696146429044,3.6425330159202103,1.0,6.0,25.199221263788672,385.1992212637887
1872,1.0,HDV,7.0,28503.292166144707,4.0,"[322.57434408337144, 651.5567240885192, 107.08872084857225]","[7196.116548848664, 7017.852563032214, 11226.127451775641, 3063.195602488192]",54.113988912181554,0.15763291925278805,1.0,6.0,25.356854183041435,385.35685418304143
1873,1.0,Private Car,2.0,0.0,0.0,0,0,67.0070915698385,5.19715216311289,1.0,6.0,30.554006346154324,390.5540063461543
1874,1.0,Private Car,2.0,0.0,0.0,0,0,71.64476393381084,5.280641402204407,1.0,6.0,35.83464774835875,395.83464774835875
1875,1.0,HDV,5.0,7189.324639626802,2.0,[317.05915649298436],"[3453.743468713923, 3735.5811709128793]",85.85265453146216,5.254692765813859,1.0,6.0,41.08934051417259,401.0893405141726
1876,1.0,Private Car,2.0,0.0,0.0,0,0,65.41087008890861,2.1433877288770637,1.0,6.0,43.23272824304968,403.2327282430497
1877,1.0,Motorbike,1.0,0.0,0.0,0,0,59.21826295925734,5.193392770044574,1.0,6.0,48.426121013094246,408.42612101309425
1878,1.0,HDV,5.0,7554.940560632714,2.0,[365.38016624213503],"[2591.3010379643324, 4963.639522668382]",58.19446018374529,0.32641410331530313,1.0,6.0,48.75253511640955,408.75253511640955
1879,1.0,Motorbike,1.0,0.0,0.0,0,0,70.23589329430428,3.696607524216521,1.0,6.0,52.449142640626064,412.44914264062606
1880,1.0,Motorbike,1.0,0.0,0.0,0,0,57.161306891895215,2.122259495165195,1.0,6.0,54.57140213579123,414.57140213579123
1881,1.0,HDV,8.0,23199.292292470225,2.0,[568.4635037920915],"[7814.787619262895, 15384.504673207332]",75.55113806959996,0.36370493892619227,1.0,6.0,54.93510707471745,414.93510707471745
1882,1.0,HDV,7.0,40062.86706283228,5.0,"[282.1654630297093, 238.5315417933024, 355.96180545590374, 110.12944108973733]","[9495.411648708205, 7726.709879582415, 12081.839470422115, 7900.333690676246, 2858.572373443291]",73.43291347426614,0.15776819229507597,1.0,6.0,55.092875267012516,415.0928752670125
1883,1.0,HDV,7.0,32144.446286833387,5.0,"[346.8089262599678, 605.1518342233819, 137.75310757391208, 131.22889939997043]","[7821.323358835937, 5326.934347198507, 10073.764247673638, 5392.8389524552595, 3529.5853806700447]",60.254620599678006,0.1592447480783419,1.0,6.0,55.25212001509084,415.25212001509084
1884,1.0,Private Car,2.0,0.0,0.0,0,0,71.64809639878546,0.22145081777778686,1.0,6.0,55.47357083286863,415.47357083286863
1885,1.0,Private Car,2.0,0.0,0.0,0,0,63.7194645917732,23.348781411381875,1.0,7.0,18.82235224425051,438.8223522442505
1886,1.0,HDV,5.0,13361.512107192972,2.0,[555.8582068717598],"[6045.3517159438525, 7316.160391249119]",65.42117690856031,0.14936269364418087,1.0,7.0,18.971714937894717,438.9717149378947
1887,1.0,HDV,6.0,22913.082217441097,2.0,[466.4599898048405],"[5522.052231408847, 17391.02998603225]",81.6551076777784,0.4503661862467733,1.0,7.0,19.42208112414147,439.42208112414147
1888,1.0,HDV,8.0,20259.258141606704,2.0,[571.4964449207484],"[1330.404367527752, 18928.85377407895]",65.44460058889888,0.37711780646580034,1.0,7.0,19.799198930607247,439.79919893060725
1889,1.0,HDV,6.0,8023.3545904714,2.0,[265.0739310234165],"[2343.453261315062, 5679.901329156338]",63.81565926170854,1.9436710568149298,1.0,7.0,21.742869987422182,441.7428699874222
1890,1.0,Motorbike,1.0,0.0,0.0,0,0,70.14822748312947,5.242925680343793,1.0,7.0,26.985795667765956,446.98579566776596
1891,1.0,HDV,5.0,7372.181688483529,2.0,[330.3557211150897],"[1685.2522932401116, 5686.929395243416]",65.41867238879013,5.274096096432951,1.0,7.0,32.259891764198926,452.2598917641989
1892,1.0,HDV,8.0,2366.8763568775175,2.0,[405.14705437548866],"[460.1496630709067, 1906.7266938066107]",75.51336097967402,2.0222946473850647,1.0,7.0,34.28218641158401,454.282186411584
1893,1.0,Motorbike,1.0,0.0,0.0,0,0,75.52947113716351,6.735714720279335,1.0,7.0,41.01790113186337,461.01790113186337
1894,1.0,Private Car,2.0,0.0,0.0,0,0,30.04908779642451,0.11539545783882477,1.0,7.0,41.133296589702184,461.1332965897022
1895,1.0,HDV,9.0,1976.4573530290213,2.0,[547.9516183043851],"[202.69203570063146, 1773.7653173283898]",85.86485190071238,0.23442842739070796,1.0,7.0,41.36772501709288,461.3677250170929
1896,1.0,HDV,9.0,4197.21764535899,2.0,[272.57262364360105],"[1321.2416112990952, 2875.976034059895]",77.61647609003911,0.3498563179396093,1.0,7.0,41.71758133503249,461.7175813350325
1897,1.0,Private Car,2.0,0.0,0.0,0,0,58.184704254673115,8.11283895532251,1.0,7.0,49.83042029035499,469.830420290355
1898,1.0,HDV,8.0,20389.319336162574,3.0,"[457.22984980741734, 149.64460792102017]","[7902.933344262312, 5022.138298499867, 7464.247693400394]",65.4129471362979,1.9644184488982572,1.0,7.0,51.79483873925324,471.79483873925324
1899,1.0,Private Car,2.0,0.0,0.0,0,0,62.33288957473557,1.9178951844807286,1.0,7.0,53.71273392373399,473.712733923734
1900,1.0,HDV,7.0,21440.131654178887,4.0,"[263.3908455790071, 833.9508533504672, 109.15381076368921]","[6778.404199319363, 7383.15132470742, 4997.445290530295, 2281.13083962181]",83.83179635001929,0.18405346616651738,1.0,7.0,53.89678738990051,473.8967873899005
1901,1.0,HDV,6.0,29388.452247387682,3.0,"[364.2589401319264, 131.36458134464786]","[9394.89467039672, 6622.832366136157, 13370.725210854804]",66.93665463301454,10.959202533190915,1.0,8.0,4.8559899230914425,484.85598992309144
1902,1.0,HDV,8.0,25800.821046829675,2.0,[680.8134911484742],"[9084.625525182375, 16716.195521647303]",48.07563869985889,2.2004073314911867,1.0,8.0,7.056397254582635,487.05639725458263
1903,1.0,HDV,8.0,12845.964877875567,2.0,[498.425897125697],"[11586.5018207378, 1259.4630571377688]",2.0,2.0549204202693456,1.0,8.0,9.111317674851989,489.111317674852
1904,1.0,HDV,9.0,21943.35647798294,2.0,[495.80489497772896],"[11750.501914332684, 10192.854563650255]",57.16441917693887,3.6196241547848462,1.0,8.0,12.730941829636834,492.73094182963683
1905,1.0,HDV,4.0,3657.0465182113,2.0,[244.04703657518243],"[1642.576516422945, 2014.4700017883554]",71.64727427923384,0.33858984990381175,1.0,8.0,13.06953167954066,493.06953167954066
1906,1.0,HDV,7.0,32274.47374250773,4.0,"[333.68028552932566, 620.5030820285785, 125.51264334722768]","[10776.955676186672, 8703.632701317727, 9687.716986967116, 3106.1683780362087]",71.66761025415079,2.064015023406503,1.0,8.0,15.133546702947172,495.13354670294717
1907,1.0,Private Car,2.0,0.0,0.0,0,0,75.50353666391871,0.3873160901768861,1.0,8.0,15.520862793124081,495.5208627931241
1908,1.0,Private Car,2.0,0.0,0.0,0,0,73.40398310551429,0.3274413111001724,1.0,8.0,15.848304104224269,495.84830410422427
1909,1.0,HDV,8.0,16552.380003574803,2.0,[607.7339970888412],"[9588.030673743397, 6964.349329831406]",75.50876606970101,1.8850531055903066,1.0,8.0,17.733357209814585,497.7333572098146
1910,1.0,Private Car,2.0,0.0,0.0,0,0,55.1302107003878,8.117711066741984,1.0,8.0,25.85106827655659,505.8510682765566
1911,1.0,Private Car,2.0,0.0,0.0,0,0,93.89118324537522,6.682385010971001,1.0,8.0,32.53345328752755,512.5334532875275
1912,1.0,Motorbike,1.0,0.0,0.0,0,0,83.79916928573441,2.1349048356366507,1.0,8.0,34.66835812316424,514.6683581231642
1913,1.0,Motorbike,1.0,0.0,0.0,0,0,54.11385673314172,0.0718804389655931,1.0,8.0,34.74023856212989,514.7402385621299
1914,1.0,Private Car,2.0,0.0,0.0,0,0,78.85597942678886,1.9973814623174864,1.0,8.0,36.737620024447324,516.7376200244473
1915,1.0,HDV,9.0,3936.6666265903723,4.0,"[185.68168082465053, 371.53589978149415, 122.08543628880982]","[753.8226646416219, 978.4542153528142, 677.3293238503912, 1527.060422745545]",65.4435725907985,0.2754585785378941,1.0,8.0,37.013078602985274,517.0130786029853
1916,1.0,Private Car,2.0,0.0,0.0,0,0,93.89963541917004,3.6529093045833507,1.0,8.0,40.66598790756859,520.6659879075686
1917,1.0,Motorbike,1.0,0.0,0.0,0,0,60.24747492999363,0.33940121810286716,1.0,8.0,41.00538912567151,521.0053891256715
1918,1.0,HDV,8.0,27726.09587769361,2.0,[588.6262246538123],"[2465.8711904027914, 25260.22468729082]",81.6150544677938,2.253159775187588,1.0,8.0,43.25854890085907,523.2585489008591
1919,1.0,Motorbike,1.0,0.0,0.0,0,0,81.6046794275799,5.285348275382075,1.0,8.0,48.5438971762411,528.5438971762411
1920,1.0,Motorbike,1.0,0.0,0.0,0,0,68.53711063204966,3.6385519996430116,1.0,8.0,52.18244917588413,532.1824491758841
1921,1.0,HDV,5.0,7698.453869741391,2.0,[268.00635355752706],"[2953.164256637955, 4745.289613103437]",83.81805105570282,2.0989818511651634,1.0,8.0,54.28143102704928,534.2814310270493
1922,1.0,HDV,9.0,2497.840886621566,2.0,[229.07986715679672],"[1846.5591448498576, 651.2817417717083]",81.64993219618428,2.0316983459466336,1.0,8.0,56.313129372995945,536.313129372996
1923,1.0,Private Car,2.0,0.0,0.0,0,0,54.11921125611767,0.23234875303836003,1.0,8.0,56.545478126034254,536.5454781260343
1924,1.0,Motorbike,1.0,0.0,0.0,0,0,81.63634764476294,5.278031964413835,1.0,9.0,1.8235100904480532,541.823510090448
1925,1.0,Private Car,2.0,0.0,0.0,0,0,57.17588325412085,3.8108302565154673,1.0,9.0,5.6343403469635405,545.6343403469635
1926,1.0,HDV,3.0,4358.861615193855,2.0,[357.4420113004958],"[2897.627779890314, 1461.2338353035414]",71.6382154817797,2.0494898366446836,1.0,9.0,7.683830183608279,547.6838301836083
1927,1.0,Private Car,2.0,0.0,0.0,0,0,83.79489639116598,0.16041776118059645,1.0,9.0,7.84424794478889,547.8442479447889
1928,1.0,HDV,8.0,22783.03005170196,3.0,"[504.483322526212, 152.68201887396233]","[6930.934770772215, 6666.2241852188445, 9185.8710957109]",102.94272039956785,0.0,1.0,9.0,7.84424794478889,547.8442479447889
1929,1.0,HDV,5.0,11305.800301292174,2.0,[367.40406065542277],"[3920.143966617098, 7385.656334675077]",81.635734747129,2.2416173172489597,1.0,9.0,10.085865262037828,550.0858652620378
1930,1.0,Private Car,2.0,0.0,0.0,0,0,62.33460122116784,3.7161699248193183,1.0,9.0,13.802035186857097,553.8020351868571
1931,1.0,Motorbike,1.0,0.0,0.0,0,0,81.62396419837145,1.9773159374644016,1.0,9.0,15.779351124321465,555.7793511243215
1932,1.0,Private Car,2.0,0.0,0.0,0,0,95.95397717537094,5.199319739766655,1.0,9.0,20.978670864088144,560.9786708640881
1933,1.0,HDV,6.0,6656.927141726146,2.0,[295.04898942964036],"[4039.848269512927, 2617.0788722132197]",60.24190006568417,10.955966013257923,1.0,9.0,31.934636877346065,571.9346368773461
